"","Corpus","Author","Year","Case"
"2206","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Zobrest v Catalina Foothills Sch. Dist..txt"
"2207","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","460 U.txt"
"2208","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Abood v Detroit Bd of Ed.txt"
"2209","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Adamo Wrecking Co v U S.txt"
"2210","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Adams v Texas.txt"
"2211","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Adams v Williams.txt"
"2212","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Air Courier Conference of America v American Postal Workers Union AFL-CIO.txt"
"2213","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Ake v Oklahoma.txt"
"2214","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Alabama v Smith.txt"
"2215","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Albermarle Paper Co. v. Moody.txt"
"2216","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Albernaz v U S.txt"
"2217","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","Albright v. Oliver.txt"
"2218","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Aldinger v Howard.txt"
"2219","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Alexander v US.txt"
"2220","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Alexis I. Du Pont School Dist. v. Evans.txt"
"2221","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Alioto v. Williams.txt"
"2222","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Allegheny Pittsburgh Coal Co v County Com'n of Webster County W Va.txt"
"2223","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","Allen v Illinois.txt"
"2224","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Allenberg Cotton Co Inc v Pittman.txt"
"2225","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Allentown Mack Sales and Service Inc v NLRB.txt"
"2226","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Almota Farmers Elevator & Warehouse Co. v. US.txt"
"2227","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Alvarado v US.txt"
"2228","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Am. Bank & Trust Co. v. Dallas County.txt"
"2229","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Am. Tel. & Tel. Co. v. Centraloffice Tel..txt"
"2230","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","American Mfrs Mut Ins Co v Sullivan.txt"
"2231","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","American Radio Ass'n AFL-CIO v Mobile SS Ass'n Inc.txt"
"2232","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","American Textile Mfrs Institute Inc v Donovan.txt"
"2233","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Anderson v Liberty Lobby Inc.txt"
"2234","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Anderson v. Celebrezze.txt"
"2235","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Andrews v Louisville And N R Co.txt"
"2236","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","Ansonia Bd of Educ v Philbrook.txt"
"2237","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Antoine v Washington.txt"
"2238","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Aquilar v. Felton.txt"
"2239","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Argentine Republic v Amerada Hess Shipping Corp.txt"
"2240","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Ariz. Public Serv. Co. v. Snead.txt"
"2241","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Ariz. v. Cal..txt"
"2242","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","Arizona v Evans.txt"
"2243","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Arizona v Youngblood.txt"
"2244","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Arizona v. Rumsey.txt"
"2245","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Armco Inc v Hardesty.txt"
"2246","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Arnett v. Kennedy.txt"
"2247","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2005","Arthur Andersen LLP v US.txt"
"2248","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","ASARCO Inc v Kadish.txt"
"2249","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Ashcroft v. Free Speech Coalition.txt"
"2250","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Ashley v. Jackson.txt"
"2251","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Atiyeh v. Capps.txt"
"2252","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Atkins v. Virginia.txt"
"2253","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2001","Atkinson Trading Co Inc v Shirley.txt"
"2254","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Bagley v. Byrd.txt"
"2255","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Baker v McCollan.txt"
"2256","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Baker v. Gold Seal Liquors, Inc..txt"
"2257","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2005","Ballard v. Comm'r.txt"
"2258","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Balt. City Dep't of Social Services v. Bouknight.txt"
"2259","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Barclay v. Fla..txt"
"2260","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2008","Barnard v Thorstenn.txt"
"2261","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","Barnes v Glen Theatre Inc.txt"
"2262","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Barnhill v Johnson.txt"
"2263","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Barthuli v. Board of Trustees.txt"
"2264","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Bartlett v. Stephenson.txt"
"2265","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2001","Bartnicki v. Vopper.txt"
"2266","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Bateman v. Arizona.txt"
"2267","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Bates v. State Bar of Ariz..txt"
"2268","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Batson v Kentucky.txt"
"2269","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Bd. of Educ. v. Pico.txt"
"2270","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Beck v. Ala..txt"
"2271","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Becker v. United States.txt"
"2272","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2004","BedRoc Ltd., LLC v. United States.txt"
"2273","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Beech Aircraft Corp v. Rainey.txt"
"2274","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Bell v Cone.txt"
"2275","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Bell v Ohio.txt"
"2276","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Bell v Wolfish.txt"
"2277","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Bellotti v Baird.txt"
"2278","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Beltran v. Smith.txt"
"2279","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Bendix Autolite Corp v Midwesco Enterprises Inc.txt"
"2280","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","Bennis v Michigan.txt"
"2281","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Berkey Photo Inc. v. Eastman Kodak Co..txt"
"2282","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Bernal v. Fainter.txt"
"2283","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Berry v. Doles.txt"
"2284","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Bigelow v Virginia.txt"
"2285","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Blackledge v. Perry.txt"
"2286","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Blanding v. Du Bose.txt"
"2287","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Block v. Side Lumber Co..txt"
"2288","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Blue Chip Stamps v Manor Drug Stores.txt"
"2289","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Blue Shield of Virginia v McCready.txt"
"2290","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Blum v Yaretsky.txt"
"2291","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Blystone v Pennsylvania.txt"
"2292","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Boag v. McDougall.txt"
"2293","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Board of Curators of University of Missouri v Horowitz.txt"
"2294","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Board of Educ of Hendrick Hudson Central School Dist Westchester County v R.txt"
"2295","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Board of Educ of Oklahoma City Public Schools Independent School Dist No 8.txt"
"2296","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1999","Board of Education v. Davis.txt"
"2297","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Board of Education v. Superior Court of California.txt"
"2298","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Board of Regents of University of State of N Y v Tomanio.txt"
"2299","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Board of Trustees of University of Alabama v Garrett.txt"
"2300","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2017","Bob Jones University v US.txt"
"2301","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Boeing Co. v. Van Gemert.txt"
"2302","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Boles v. Chavis.txt"
"2303","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Bolger v Youngs Drug Products Corp.txt"
"2304","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Bond v US.txt"
"2305","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","Boos v Barry.txt"
"2306","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Bose Corp v Consumers Union of US Inc.txt"
"2307","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Bounds v. Smith.txt"
"2308","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","Bourjaily v US.txt"
"2309","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Bousley v US.txt"
"2310","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Bowen v Kendrick.txt"
"2311","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Bowen v US Postal Service.txt"
"2312","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Boy Scouts of America v Dale.txt"
"2313","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Boyde v California.txt"
"2314","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Bracy v Gramley.txt"
"2315","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Bracy v. United States.txt"
"2316","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Braden v 30th Judicial Circuit Court of Kentucky.txt"
"2317","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Bragdon v Abbott.txt"
"2318","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Brandon v Holt.txt"
"2319","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Braswell v US.txt"
"2320","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Brecht v Abrahamson.txt"
"2321","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Brooks v Tennessee.txt"
"2322","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Brown v Hartlage.txt"
"2323","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Brown v Louisiana.txt"
"2324","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2001","Brown v. Gilmore.txt"
"2325","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Buchanan v Angelone.txt"
"2326","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Buchanan v. Evans.txt"
"2327","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2001","Buckhannon Bd and Care Home Inc v West Virginia Dept of Health and Human R.txt"
"2328","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1999","Buckley v. Am. Constitutional Law Fund.txt"
"2329","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Buckley v. Valeo.txt"
"2330","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Buckman Co v Plaintiffs' Legal Committee.txt"
"2331","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2003","Bunkley v. Florida.txt"
"2332","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Burbank v. Lockheed Air Terminal, Inc..txt"
"2333","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Burch v Louisiana.txt"
"2334","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Bureau of Economic Analysis United States Dep't of Commerce v. Long.txt"
"2335","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","Burke v Barnes.txt"
"2336","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Burnett v Grattan.txt"
"2337","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Bush v Gore.txt"
"2338","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Bushey v. New York State Civil Service Com..txt"
"2339","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Busic v U S.txt"
"2340","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Bustop, Inc. v. Board of Educ,.txt"
"2341","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Butler v McKellar.txt"
"2342","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Butterworth v Smith.txt"
"2343","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Butz v. Economou.txt"
"2344","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Cady v. Dombrowski.txt"
"2345","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Calder v Jones.txt"
"2346","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Calderon v Ashmus.txt"
"2347","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Caldwell v Mississippi.txt"
"2348","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Califano v Boles.txt"
"2349","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Califano v. Goldfarb.txt"
"2350","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","California Bankers Ass'n v Shultz.txt"
"2351","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","California ex rel State Lands Com'n v U S.txt"
"2352","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","California v Brown.txt"
"2353","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","California v LaRue.txt"
"2354","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","California v Sierra Club.txt"
"2355","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","California v U S.txt"
"2356","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","California v. Braeseke.txt"
"2357","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","California v. Hamilton.txt"
"2358","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","California v. Harris.txt"
"2359","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","California v. Prysock.txt"
"2360","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","California v. Ramos.txt"
"2361","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","California v. Riegler.txt"
"2362","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","California v. Velasquez.txt"
"2363","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Calofornia v. Minjares.txt"
"2364","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Cannon v University of Chicago.txt"
"2365","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Carey v Brown.txt"
"2366","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2010","Carey v Population Services Intern.txt"
"2367","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Carlson v Green.txt"
"2368","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","Carpenters 46 N. Cal. Counties Joint Apprenticeship & Training Comm. v. Eldredge.txt"
"2369","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Carter v. Ky..txt"
"2370","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Catholic League, Southern California Chapter v. Feminist Women's Health Center, Inc..txt"
"2371","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","Celotex Corp v Catrett.txt"
"2372","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","Celotex Corp v Edwards.txt"
"2373","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Cent. Hudson Gas & Elec. Corp. v. Public Serv. Comm'n.txt"
"2374","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Chambers v. Mis..txt"
"2375","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Chandler v Miller.txt"
"2376","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","Chapman v US.txt"
"2377","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Chappelle v. Greater Baton Rouge Airport Dist..txt"
"2378","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Chardon v Fumero Soto.txt"
"2379","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2009","Chemical Waste Management Inc v Hunt.txt"
"2380","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Chrysler Corp v Brown.txt"
"2381","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","Church of Scientology of California v IRS.txt"
"2382","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Cincinnati v. Discovery Network.txt"
"2383","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Citibank NA v Wells Fargo Asia Ltd.txt"
"2384","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Citizens Against Rent Control Coalition for Fair Hous. v. Berkeley.txt"
"2385","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","City of Dallas v Stanglin.txt"
"2386","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","City of Edmond v. Robinson.txt"
"2387","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2001","City of Elkhart v. Books.txt"
"2388","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","City of Houston Tex v Hill.txt"
"2389","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","City of Indianapolis v Edmond.txt"
"2390","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","City of Kenosha Wis v Bruno.txt"
"2391","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","City of Los Angeles v Preferred Communications Inc.txt"
"2392","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","City of Milwaukee v Illinois and Michigan.txt"
"2393","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","City of Oklahoma City v Tuttle.txt"
"2394","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","City of Philadelphia v New Jersey.txt"
"2395","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","City of Renton v Playtime Theatres Inc.txt"
"2396","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","City of Riverside v Rivera.txt"
"2397","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","City of Rome v U S.txt"
"2398","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Claiborne v. United States.txt"
"2399","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Clark v. Cal..txt"
"2400","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Clayton v International Union United Auto Aerospace and Agr Implement Work.txt"
"2401","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Cleavinger v Saxner.txt"
"2402","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Clements v. Fashing.txt"
"2403","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Clements v. Logan.txt"
