"","Corpus","Author","Year","Case"
"2881","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Or. Waste Sys. v. Dep't of Envtl. Quality.txt"
"2882","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Oregon ex rel State Land Bd v Corvallis Sand And Gravel Co.txt"
"2883","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","Oregon v Kennedy.txt"
"2884","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","Ornelas v US.txt"
"2885","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Orr v Orr.txt"
"2886","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Ortega-Rodriguez v US.txt"
"2887","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Ortiz v Fibreboard Corp.txt"
"2888","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2005","Pace v DiGuglielmo.txt"
"2889","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Pacific Gas and Elec Co v Public Utilities Com'n of California.txt"
"2890","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Pacileo v. Walker.txt"
"2891","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Papish v. Board of Curators of University of Missouri.txt"
"2892","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Parker v Levy.txt"
"2893","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Parker v Randolph.txt"
"2894","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Parklane Hosiery Co Inc v Shore.txt"
"2895","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Parratt v Taylor.txt"
"2896","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Parsons Steel Inc v First Alabama Bank.txt"
"2897","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Pasadena City Bd of Ed v Spangler.txt"
"2898","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Paul v Davis.txt"
"2899","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Paulsen v CIR.txt"
"2900","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","Payne v Tennessee.txt"
"2901","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Payton v. New York.txt"
"2902","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Peeples v. Brown.txt"
"2903","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Peer v. Griffeth.txt"
"2904","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Penn Cent Transp Co v City of New York.txt"
"2905","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","Pennell v City of San Jose.txt"
"2906","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Pennhurst State School and Hospital v Halderman.txt"
"2907","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Pennsylvania v Finley.txt"
"2908","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Pennsylvania v Muniz.txt"
"2909","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Penson v Ohio.txt"
"2910","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Philadelphia Newspapers, Inc. v. Jerome.txt"
"2911","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Philbrook v Glodgett.txt"
"2912","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Phillips Petroleum Co v Shutts.txt"
"2913","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Phillips v Washington Legal Foundation.txt"
"2914","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Planned Parenthood of Southeastern Pennsylvania v Casey.txt"
"2915","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Polson v. Confederated Salish & Kootenai Tribes of Flathead Reservation.txt"
"2916","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Ponte v Real.txt"
"2917","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Portley v. Grossman.txt"
"2918","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","Posadas de Puerto Rico Associates v Tourism Co of Puerto Rico.txt"
"2919","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Pressler v. Blumenthal.txt"
"2920","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2003","Price v Vincent.txt"
"2921","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Prince Edward School Foundation v. United States.txt"
"2922","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Proctor & Gamble Mfg. Co. v. Fisher.txt"
"2923","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","PruneYard Shopping Center v Robins.txt"
"2924","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Quern v. Jordan.txt"
"2925","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Railway Labor Executives' Ass'n v Gibbons.txt"
"2926","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Raines v Byrd.txt"
"2927","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Rakas v Illinois.txt"
"2928","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Ramah Navajo Sch. Bd. v. Bureau of Revenue.txt"
"2929","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Ratchford v. Gay Lib.txt"
"2930","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Rawlings v Kentucky.txt"
"2931","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Reed v Ross.txt"
"2932","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1997","Regan v Taxation With Representation of Washington.txt"
"2933","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Regan v Wald.txt"
"2934","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Reid v Georgia.txt"
"2935","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Reid v Immigration and Naturalization Service.txt"
"2936","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Reiter v Sonotone Corp.txt"
"2937","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1999","Reno v Condon.txt"
"2938","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","Reno v Koray.txt"
"2939","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Republic Nat Bank of Miami v US.txt"
"2940","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Republican Party of Hawaii v. Mink.txt"
"2941","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Republican State Cent. Committee v. Ripon Soc..txt"
"2942","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Revere v. Mass. Gen. Hosp..txt"
"2943","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Reves v Ernst And Young.txt"
"2944","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Rice v Norman Williams Co.txt"
"2945","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Richardson v Ramirez.txt"
"2946","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Richardson v US.txt"
"2947","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Richmond Newspapers Inc v Virginia.txt"
"2948","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Richmond v. Arizona.txt"
"2949","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Riley v National Federation of the Blind of North Carolina Inc.txt"
"2950","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Rinaldi v U S.txt"
"2951","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Rizzo v Goode.txt"
"2952","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Robbins v. Cal..txt"
"2953","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Roberts v Louisiana.txt"
"2954","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Robinson v Neil.txt"
"2955","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Rock v. Arkansas.txt"
"2956","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1971","Roe v Wade.txt"
"2957","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2004","Romano v Oklahoma.txt"
"2958","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Rosales-Lopez v US.txt"
"2959","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Rose v. Mitchell.txt"
"2960","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Rosebud Sioux Tribe v Kneip.txt"
"2961","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Rosenfeld v. New Jersey.txt"
"2962","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Ross v Moffitt.txt"
"2963","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Ross v Oklahoma.txt"
"2964","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Rostker v Goldberg.txt"
"2965","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Rubin v. United States ex rel. Indep. Counsel.txt"
"2966","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Ruckelshaus v Sierra Club.txt"
"2967","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Rummel v Estelle.txt"
"2968","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2004","Rumsfeld v Padilla.txt"
"2969","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Rust v Sullivan.txt"
"2970","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","Ryder v US.txt"
"2971","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1999","Saenz v Roe.txt"
"2972","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Salve Regina College v Russell.txt"
"2973","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Salyer Land Co v Tulare Lake Basin Water Storage Dist.txt"
"2974","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Sampson v Murray.txt"
"2975","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","San Diego Gas And Elec Co v City of San Diego.txt"
"2976","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"San Remo Hotel, L.P. v. City & County of San Francisco.txt"
"2977","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","Sandin v Conner.txt"
"2978","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Sandstrom v. Montana.txt"
"2979","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Santa Fe Independent School Dist v Doe.txt"
"2980","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Santosky v Kramer.txt"
"2981","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Sawyer v Whitley.txt"
"2982","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Saye v. Williams.txt"
"2983","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Schall v Martin.txt"
"2984","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Schatzle v. Kirkpatrick.txt"
"2985","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Scheidler v National Organization for Women Inc.txt"
"2986","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","Schenck v Pro-Choice Network Of Western New York.txt"
"2987","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1994","Schlup v Delo.txt"
"2988","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Schneble v Florida.txt"
"2989","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1986","School Bd of Nassau County Fla v Arline.txt"
"2990","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","School Committee of Town of Burlington Mass v Department of Educ of Mass.txt"
"2991","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","School Dist of City of Grand Rapids v Ball.txt"
"2992","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Schweiker v. McClure.txt"
"2993","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Scott v Illinois.txt"
"2994","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Scott v US.txt"
"2995","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","SEC v Sloan.txt"
"2996","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","Seminole Tribe of Florida v Florida.txt"
"2997","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Serbian E. Orthodox Diocese v. Milivojevich.txt"
"2998","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","Shaw v Hunt.txt"
"2999","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Shea v Louisiana.txt"
"3000","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Sheet Metal Workers' International Asso. v. Carter.txt"
"3001","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Shepard v NLRB.txt"
"3002","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","Siegert v Gilley.txt"
"3003","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1977","Simpson v U S.txt"
"3004","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Slodov v. United States.txt"
"3005","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Smith v Daily Mail Pub Co.txt"
"3006","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Smith v Goguen.txt"
"3007","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","Smith v Phillips.txt"
"3008","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Smith v US.txt"
"3009","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Smith v Wade.txt"
"3010","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Smith v. Digmon.txt"
"3011","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Snead v. Stringer.txt"
"3012","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","Sochor v Florida.txt"
"3013","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Socialist Labor Party v Gilligan.txt"
"3014","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Solid Waste Agency of Northern Cook County v US Army Corps of Engineers.txt"
"3015","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","Solorio v US.txt"
"3016","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","Sosna v Iowa.txt"
"3017","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"South Carolina v. Baker.txt"
"3018","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","South Dakota v Dole.txt"
"3019","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","South-Central Timber Development Inc v Wunnicke.txt"
"3020","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Southeastern Promotions, Ltd. v. Conrad.txt"
"3021","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Southern Overlying Carrier Chapter v. Public Utilities Com..txt"
"3022","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Spallone v US.txt"
"3023","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Spence v. Wash..txt"
"3024","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Spenkelink v. Wainwright.txt"
"3025","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","Splawn v State of Cal.txt"
"3026","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Sporhase v Nebraska ex rel Douglas.txt"
"3027","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Stanton v. Stanton.txt"
"3028","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","State of Idaho ex rel Evans v States of Oregon and Washington.txt"
"3029","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","State of Kansas v State of Colorado.txt"
"3030","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Steagald v. United States.txt"
"3031","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Steffel v Thompson.txt"
"3032","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","Stenberg v Carhart.txt"
"3033","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Stewart v Martinez-Villareal.txt"
"3034","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Stone v. Graham.txt"
"3035","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Strait v. Laird.txt"
"3036","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Sugarman v Dougall.txt"
"3037","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1993","Sullivan v Louisiana.txt"
"3038","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1990","Sullivan v Stroop.txt"
"3039","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Summa Corp v California ex rel State Lands Com'n.txt"
"3040","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Sumner v Mata.txt"
"3041","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","Supreme Court of New Hampshire v Piper.txt"
"3042","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","Supreme Court of Virginia v Friedman.txt"
"3043","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1991","Suter v Artist M.txt"
"3044","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","Swidler And Berlin v US.txt"
"3045","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Symm v. United States.txt"
"3046","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Synanon Foundation, Inc. v. California.txt"
"3047","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Syngenta Crop Protection Inc v Henson.txt"
"3048","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","Tahoe-Sierra Preservation Council Inc v Tahoe Regional Planning Agency.txt"
"3049","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Taylor v. Louisiana.txt"
"3050","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Taylor v. McKeithen.txt"
"3051","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2005","Tenet v Doe.txt"
"3052","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Tennard v. Dretke.txt"
"3053","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2004","Tennessee Student Assistance Corp v Hood.txt"
"3054","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Tennessee v Lane.txt"
"3055","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","Tennessee Valley Authority v Hill.txt"
"3056","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1989","Terrell v Morris.txt"
"3057","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Tex. v. Brown.txt"
"3058","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2001","Texas v Cobb.txt"
"3059","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Texas v. Mead.txt"
"3060","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Thermtron Products Inc v Hermansdorfer.txt"
"3061","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Thomas v Review Bd of Indiana Employment Sec Division.txt"
"3062","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Thomas v Washington Gas Light Co.txt"
"3063","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Thomas v. Am. Home Prods..txt"
"3064","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Thornburgh v. Walsh.txt"
"3065","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2004","Thornton v US.txt"
"3066","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1983","Three Affiliated Tribes of Fort Berthold Reservation v Wold Engineering PC.txt"
"3067","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Three Affiliated Tribes of Fort Berthold Reservation v Wold Engineering.txt"
"3068","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Time Inc v Firestone.txt"
"3069","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","Timmons v Twin Cities Area New Party.txt"
"3070","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Toll v Moreno.txt"
"3071","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","Tollett v Henderson.txt"
"3072","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Torres-Valencia v. United States.txt"
"3073","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","Touche Ross And Co v Redington.txt"
"3074","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","Train v Natural Resources Defense Council Inc.txt"
"3075","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1985","Transcontinental Gas Pipe Line Corp v State Oil and Gas Bd of Mississippi.txt"
"3076","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1976","Trimble v Gordon.txt"
"3077","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Tulsa Professional Collection Services, Inc. v. Pope.txt"
"3078","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Turner Broad. Sys. v. FCC.txt"
"3079","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","U S Dept of Agriculture v Murry.txt"
"3080","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","U S Dept of State v Washington Post Co.txt"
"3081","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","U S Postal Service v Council of Greenburgh Civic Associations.txt"
"3082","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","U S v Allegheny-Ludlum Steel Corp.txt"
"3083","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","U S v Apfelbaum.txt"
"3084","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","U S v Ceccolini.txt"
"3085","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","U S v Clarke.txt"
"3086","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","U S v Euge.txt"
"3087","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","U S v Jenkins.txt"
"3088","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1973","U S v Maze.txt"
"3089","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1974","U S v Mazurie.txt"
"3090","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","U S v New Mexico.txt"
"3091","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2000","U S v Peltier.txt"
"3092","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1975","U S v Powell.txt"
"3093","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","U S v Salvucci.txt"
"3094","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1978","U S v Sotelo.txt"
"3095","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"Uhler v. American Federation of Labor-Congress of Industrial Organizations.txt"
"3096","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","Union Labor Life Ins Co v Pireno.txt"
"3097","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","Union Oil Co of California v San Jacinto.txt"
"3098","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United Bldg. & Constr. Trades Council v. Camden.txt"
"3099","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United Credit Bureau, Inc. v. NLRB.txt"
"3100","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1981","United Parcel Service Inc v Mitchell.txt"
"3101","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States Postal Service v. National Ass'n of Letter Carriers.txt"
"3102","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States Steel Corp. v. United States Environmental Protection Agency.txt"
"3103","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Am. Library Ass'n.txt"
"3104","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Arvizu.txt"
"3105","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Bornstein.txt"
"3106","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Brignoni-Ponce.txt"
"3107","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Clark.txt"
"3108","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Falstaff Brewing Corp..txt"
"3109","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Gaudin.txt"
"3110","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Gillock.txt"
"3111","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","United States v. Glaxo Group, Ltd..txt"
"3112","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Granderson.txt"
"3113","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Knotts.txt"
"3114","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Maccollom.txt"
"3115","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Mauro.txt"
"3116","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Mendoza-Lopez.txt"
"3117","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Ortiz.txt"
"3118","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Sioux Nation of Indians.txt"
"3119","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Williams.txt"
"3120","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"United States v. Winstar Corp..txt"
"3121","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","Upjohn Co v US.txt"
"3122","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1988","US Dept of Justice v Julian.txt"
"3123","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1982","US Postal Service Bd of Governors v Aikens.txt"
"3124","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1980","US RR Retirement Bd v Fritz.txt"
"3125","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1984","US v Abel.txt"
"3126","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1995","US v Aguilar.txt"
"3127","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","US v Alvarez-Machain.txt"
"3128","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1996","US v Armstrong.txt"
"3129","SupremeCourtCorpusFinalEncoded","RehnquistCleaned",NA,"US v Arvizu.txt"
"3130","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1979","US v Bailey.txt"
"3131","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1998","US v Beggerly.txt"
"3132","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1987","US v Cherokee Nation of Oklahoma.txt"
"3133","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2002","US v Cotton.txt"
"3134","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","US v Dixon.txt"
"3135","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1992","US v Felix.txt"
"3136","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","2004","US v Flores-Montano.txt"
"3137","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","US v Florida East Coast Ry Co.txt"
"3138","SupremeCourtCorpusFinalEncoded","RehnquistCleaned","1972","US v Fuller.txt"
